ID,"        ""adj.P.Val""",P.Value,logFC,"        ""Gene.symbol"""
7911285,1.82E-01,4.46E-02,0.04610513,OR2T5///OR2T29
7930299,1.82E-01,4.46E-02,0.11281221,SFR1
8120992,1.82E-01,4.46E-02,-0.12462474,ZNF292
8067756,1.82E-01,4.47E-02,-0.0686509,UCKL1
8015014,1.82E-01,4.47E-02,0.09579921,
8100154,1.82E-01,4.47E-02,-0.15810397,CORIN
7978923,1.82E-01,4.47E-02,0.14629193,VCPKMT
7893905,1.82E-01,4.47E-02,0.17025595,
7895870,1.82E-01,4.47E-02,0.14957198,
7924207,1.82E-01,4.47E-02,-0.13394549,PTPN14
8136589,1.82E-01,4.48E-02,-0.08129344,
7968254,1.82E-01,4.48E-02,0.12187412,POLR1D
7954645,1.82E-01,4.48E-02,-0.23069513,TSPAN11
8023696,1.82E-01,4.48E-02,0.50125591,SERPINB3
7923812,1.82E-01,4.48E-02,0.13592238,RAB29
7981909,1.82E-01,4.48E-02,0.07574255,
8064859,1.82E-01,4.48E-02,0.05258586,PROKR2
7930561,1.82E-01,4.48E-02,0.07371017,HABP2
8138797,1.82E-01,4.48E-02,0.0553604,
8013071,1.82E-01,4.48E-02,-0.15937385,FLCN
8000329,1.82E-01,4.48E-02,0.08864325,PALB2
7895677,1.82E-01,4.49E-02,0.23477249,
7999496,1.82E-01,4.49E-02,-0.0959581,ZC3H7A
8047337,1.82E-01,4.49E-02,0.0770428,
8114625,1.82E-01,4.49E-02,0.10826104,DND1
7908931,1.82E-01,4.49E-02,0.04325009,OPTC
7980547,1.82E-01,4.49E-02,0.10980847,SEL1L
8124588,1.82E-01,4.49E-02,0.03573174,GPX6
8050095,1.82E-01,4.49E-02,0.06013455,LINC00487
8078319,1.83E-01,4.50E-02,-0.06981724,ZCWPW2
7960359,1.83E-01,4.50E-02,-0.45977726,
7934384,1.83E-01,4.51E-02,0.09588005,MSS51
8141661,1.83E-01,4.51E-02,0.03686095,
8117106,1.83E-01,4.51E-02,0.19248943,RNF144B
8090420,1.83E-01,4.51E-02,-0.09511935,TPRA1
8101622,1.83E-01,4.51E-02,0.15025324,TECR
7895418,1.83E-01,4.52E-02,-0.14746327,
8006655,1.83E-01,4.52E-02,-0.06977895,DHRS11
8027292,1.83E-01,4.52E-02,0.14874518,ZNF431
8163424,1.83E-01,4.52E-02,-0.1863731,
8110706,1.83E-01,4.52E-02,0.04490544,
8003607,1.84E-01,4.53E-02,0.13712378,C17orf97
7948951,1.84E-01,4.53E-02,0.03888006,SLC22A24
8027266,1.84E-01,4.53E-02,0.08539678,
8148559,1.84E-01,4.54E-02,-0.07712152,THEM6
7896456,1.84E-01,4.54E-02,-0.17496376,
8146754,1.84E-01,4.54E-02,0.05569376,
7966600,1.84E-01,4.54E-02,0.13767472,SLC8B1
8099591,1.84E-01,4.54E-02,0.05732821,
7895043,1.84E-01,4.55E-02,-0.18291349,
8050253,1.84E-01,4.55E-02,0.11309378,SNORA80B
8116532,1.84E-01,4.55E-02,0.13760355,SNORD95
7979886,1.84E-01,4.55E-02,0.13133967,
8095441,1.84E-01,4.55E-02,0.0542791,CSN1S2AP
7955129,1.84E-01,4.55E-02,0.04550805,OR8S1
7892535,1.84E-01,4.55E-02,-0.33802528,
8101304,1.84E-01,4.55E-02,-0.14380288,RASGEF1B
8180343,1.84E-01,4.55E-02,0.07351498,
8153762,1.84E-01,4.56E-02,0.04409383,SLC39A4
8157038,1.84E-01,4.56E-02,0.13853767,SLC44A1
7926330,1.84E-01,4.56E-02,0.04951657,MEIG1
8049957,1.84E-01,4.56E-02,0.08646604,LOC285097
7991665,1.84E-01,4.56E-02,0.09324825,
7892989,1.84E-01,4.56E-02,0.14759784,
8161353,1.84E-01,4.56E-02,-0.13004857,LOC102724238///LOC554249///GLIDR
7941478,1.84E-01,4.56E-02,0.15131487,SART1
8078405,1.84E-01,4.56E-02,0.14202455,CMTM7
7981775,1.85E-01,4.56E-02,-0.05989464,
8174207,1.85E-01,4.57E-02,-0.26283255,NXF3
7894115,1.85E-01,4.57E-02,-0.2321987,
7942342,1.85E-01,4.57E-02,0.10760514,INPPL1
8139228,1.85E-01,4.57E-02,0.10832891,C7orf25
8154531,1.85E-01,4.58E-02,-0.12394271,DENND4C
8101376,1.85E-01,4.58E-02,-0.06941976,SEC31A
7893607,1.85E-01,4.58E-02,0.09725185,
7892563,1.85E-01,4.58E-02,0.2416006,
8039706,1.85E-01,4.58E-02,-0.11243478,ZNF256
7955702,1.85E-01,4.58E-02,0.03232663,SOAT2
8158250,1.85E-01,4.59E-02,-0.10566861,CERCAM
8094899,1.85E-01,4.59E-02,0.06171606,
8117646,1.85E-01,4.59E-02,-0.09012053,ZKSCAN8
7909225,1.85E-01,4.59E-02,-0.1416019,DYRK3
8054997,1.85E-01,4.59E-02,-0.08044205,MAP3K2
8043602,1.85E-01,4.59E-02,0.09161402,NCAPH
7947989,1.85E-01,4.59E-02,-0.12788399,
7904364,1.85E-01,4.59E-02,0.19229438,WDR3
8065603,1.85E-01,4.59E-02,-0.06642083,TSPY26P
8118127,1.85E-01,4.59E-02,-0.05915769,NFKBIL1
8177967,1.85E-01,4.59E-02,-0.05915769,NFKBIL1
8179249,1.85E-01,4.59E-02,-0.05915769,NFKBIL1
7946957,1.85E-01,4.60E-02,0.10482374,SAAL1
7920297,1.85E-01,4.60E-02,0.21664014,S100A14
8026422,1.85E-01,4.60E-02,0.05283446,
8107115,1.85E-01,4.60E-02,0.07535824,
8069174,1.86E-01,4.60E-02,0.09241849,FAM207A
8031576,1.86E-01,4.61E-02,0.03570372,NLRP4
7901073,1.86E-01,4.61E-02,0.1144363,UROD
8069633,1.86E-01,4.61E-02,0.06444186,ATP5J
8002087,1.86E-01,4.61E-02,-0.09453581,RANBP10
7957613,1.86E-01,4.61E-02,-0.0915263,VEZT
8050227,1.86E-01,4.61E-02,0.04645416,LOC400943
8144452,1.86E-01,4.61E-02,0.05678146,DEFB106B///DEFB106A
8149195,1.86E-01,4.61E-02,0.05678146,DEFB106B///DEFB106A
8158993,1.86E-01,4.61E-02,0.02656352,
8169389,1.86E-01,4.62E-02,-0.0924803,PAK3
8062623,1.86E-01,4.62E-02,-0.15352954,PLCG1
7927784,1.86E-01,4.62E-02,-0.05737366,JMJD1C-AS1
8013581,1.86E-01,4.62E-02,-0.09088218,IFT20
8028643,1.86E-01,4.62E-02,-0.09576845,
8135080,1.86E-01,4.63E-02,0.06968664,AP1S1
8027040,1.86E-01,4.63E-02,-0.04968861,TMEM59L
7923231,1.86E-01,4.63E-02,0.07044118,
8028950,1.86E-01,4.63E-02,0.15721138,CYP2G1P
8131813,1.86E-01,4.63E-02,0.04769759,
7913609,1.86E-01,4.63E-02,-0.07982434,ASAP3
8092073,1.86E-01,4.63E-02,-0.0726137,EIF5A2
7904394,1.86E-01,4.64E-02,-0.05691335,
8106921,1.86E-01,4.64E-02,0.03437979,
8008087,1.86E-01,4.64E-02,0.1035004,NFE2L1
7904691,1.86E-01,4.64E-02,0.09146568,
8081631,1.86E-01,4.64E-02,0.0393879,TMPRSS7
7895199,1.86E-01,4.64E-02,0.10817444,
7943025,1.86E-01,4.64E-02,0.05567072,TRIM49D2///TRIM49D1///TRIM48
7950971,1.86E-01,4.64E-02,0.05567072,TRIM49D2///TRIM49D1///TRIM48
7962238,1.86E-01,4.64E-02,0.07745961,
7943958,1.86E-01,4.65E-02,0.03752122,HTR3B
7907090,1.86E-01,4.65E-02,0.1015573,
8151631,1.86E-01,4.65E-02,0.04374263,LOC101929601///REXO1L2P///REXO1L1P
7905060,1.87E-01,4.65E-02,0.29950577,FCGR1CP///FCGR1B///FCGR1A
8114320,1.87E-01,4.65E-02,-0.10663865,HNRNPA0
8180269,1.87E-01,4.65E-02,-0.10664946,TATDN1
7953428,1.87E-01,4.65E-02,-0.2270271,CD4
7971243,1.87E-01,4.66E-02,0.04861953,
7979357,1.87E-01,4.66E-02,0.04002341,OTX2
7937876,1.87E-01,4.66E-02,-0.07995084,
8029392,1.87E-01,4.66E-02,-0.14879277,ZNF234
7899602,1.87E-01,4.66E-02,0.04059408,
7947609,1.87E-01,4.66E-02,0.06062671,PEX16
7926356,1.87E-01,4.66E-02,0.10373105,PTER
8066117,1.87E-01,4.67E-02,0.1585215,SAMHD1
8091422,1.87E-01,4.67E-02,-0.12365222,WWTR1
8089234,1.87E-01,4.67E-02,-0.09685796,ZBTB11
7912784,1.87E-01,4.67E-02,-0.04703348,CROCCP3
8130027,1.87E-01,4.67E-02,0.12121849,
8031145,1.87E-01,4.67E-02,-0.08001074,TSEN34
8125941,1.87E-01,4.68E-02,0.13776204,SRPK1
8160835,1.87E-01,4.68E-02,0.08697484,RPP25L
7963142,1.87E-01,4.68E-02,-0.09017019,FAIM2
7997166,1.87E-01,4.68E-02,0.03551419,LOC100127951
8076909,1.87E-01,4.68E-02,-0.08156417,TUBGCP6
8115918,1.87E-01,4.68E-02,0.12306554,CLTB
8123744,1.87E-01,4.68E-02,0.3034794,F13A1
7949898,1.87E-01,4.68E-02,0.09130625,FAM86C2P
8100902,1.87E-01,4.68E-02,-0.0680955,ANKRD17
7894347,1.87E-01,4.69E-02,-0.17402927,
7914667,1.87E-01,4.69E-02,0.02812333,CSMD2
8008817,1.87E-01,4.69E-02,0.08776472,
7980891,1.87E-01,4.69E-02,-0.15668413,TC2N
8076025,1.87E-01,4.69E-02,-0.08561266,PLA2G6
8088905,1.87E-01,4.69E-02,0.08592431,
7954143,1.87E-01,4.69E-02,0.12120329,PTPRO
8122261,1.87E-01,4.69E-02,0.0579171,
7924058,1.87E-01,4.69E-02,-0.16091554,IRF6
8035069,1.87E-01,4.69E-02,0.03603862,PGLYRP2
8018731,1.88E-01,4.69E-02,0.11690716,RHBDF2
7896348,1.88E-01,4.69E-02,-0.22586871,
8012150,1.88E-01,4.70E-02,0.06989868,GPS2
7915435,1.88E-01,4.70E-02,0.05191214,CLDN19
7979743,1.88E-01,4.70E-02,0.11528575,RDH11
8088848,1.88E-01,4.70E-02,-0.20349631,PDZRN3
8141791,1.88E-01,4.70E-02,-0.21230646,UPK3BL///POLR2J3///POLR2J2///POLR2J4
8084929,1.88E-01,4.70E-02,0.05330292,SLC51A
7894073,1.88E-01,4.70E-02,0.15168411,
8127234,1.88E-01,4.71E-02,-0.16124248,DST
7893519,1.88E-01,4.71E-02,0.19298604,
7920333,1.88E-01,4.71E-02,-0.14262198,
8084275,1.88E-01,4.71E-02,0.10968607,HTR3C
8146130,1.88E-01,4.71E-02,0.06172493,GINS4
8014057,1.88E-01,4.71E-02,0.05543511,OMG
7896175,1.88E-01,4.71E-02,-0.13044132,
7942957,1.88E-01,4.72E-02,-0.19883785,PRSS23
8126382,1.88E-01,4.72E-02,0.1289654,C6orf132
8135697,1.88E-01,4.72E-02,0.04715276,ANKRD7
7990564,1.88E-01,4.72E-02,-0.13145417,
8136844,1.88E-01,4.72E-02,0.0368945,TAS2R39
7896423,1.88E-01,4.72E-02,-0.19460727,
7947563,1.88E-01,4.73E-02,0.04318764,ALX4
7895966,1.88E-01,4.73E-02,0.11352234,
8004694,1.88E-01,4.73E-02,0.19882358,CYB5D1
7893177,1.89E-01,4.73E-02,0.31353271,
8080445,1.89E-01,4.74E-02,0.02928153,ITIH1
7903181,1.89E-01,4.74E-02,0.04802449,
7986769,1.89E-01,4.74E-02,-0.0837061,UBE3A
8175947,1.89E-01,4.74E-02,0.14085941,HCFC1
7893122,1.89E-01,4.74E-02,0.1728487,
8013312,1.89E-01,4.74E-02,-0.07243186,FAM83G
7944603,1.89E-01,4.74E-02,-0.07428147,GRIK4
7953695,1.89E-01,4.75E-02,0.07345236,
7982152,1.89E-01,4.75E-02,0.08327247,
7986661,1.89E-01,4.75E-02,0.08327247,
7986943,1.89E-01,4.75E-02,0.08327247,
7920114,1.89E-01,4.75E-02,-0.08674552,THEM4
8108593,1.89E-01,4.75E-02,0.10481412,WDR55
8150864,1.89E-01,4.75E-02,0.05353112,
7991104,1.89E-01,4.75E-02,-0.24126033,
7991169,1.89E-01,4.75E-02,-0.24126033,
8171800,1.89E-01,4.76E-02,0.03444708,
7905462,1.89E-01,4.76E-02,0.06525292,
8132803,1.89E-01,4.76E-02,0.09281582,CDC14C
8150974,1.89E-01,4.76E-02,-0.10399306,
8027184,1.89E-01,4.76E-02,-0.08168517,MAU2
8107406,1.89E-01,4.76E-02,0.0745295,
7904976,1.89E-01,4.76E-02,-0.06413438,NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14
8051793,1.89E-01,4.76E-02,-0.06699871,OXER1
8015890,1.89E-01,4.76E-02,0.04991903,PYY
8107720,1.89E-01,4.76E-02,0.036609,LOC100131792
7923436,1.89E-01,4.76E-02,-0.09313989,
7895082,1.89E-01,4.77E-02,-0.10101517,
7895484,1.89E-01,4.77E-02,0.1174941,
7924956,1.90E-01,4.78E-02,-0.07176041,ABCB10
8002005,1.90E-01,4.78E-02,-0.03592684,KCTD19
8118794,1.90E-01,4.78E-02,0.06732121,HMGA1
8159803,1.90E-01,4.78E-02,-0.06055828,FAM138E///FAM138D///FAM138C///FAM138B///FAM138A///FAM138F
7893079,1.90E-01,4.78E-02,0.17038894,
8053165,1.90E-01,4.78E-02,0.11839437,MRPL53
7955119,1.90E-01,4.79E-02,-0.04104448,C12orf54
7967226,1.90E-01,4.79E-02,0.04087394,IL31
8068393,1.90E-01,4.79E-02,0.04412846,
7945740,1.90E-01,4.79E-02,0.12190976,RPL26L1
8084171,1.90E-01,4.79E-02,0.07390341,
7972733,1.90E-01,4.79E-02,0.05078552,
8180316,1.90E-01,4.79E-02,-0.16461163,TGIF1
7896400,1.90E-01,4.79E-02,0.16924407,
7941639,1.90E-01,4.79E-02,-0.09128977,BBS1
7981945,1.90E-01,4.79E-02,-0.28077391,PWAR6
7945031,1.90E-01,4.79E-02,0.10852144,
7896308,1.90E-01,4.80E-02,0.12554689,
8050111,1.90E-01,4.80E-02,0.08618527,
8162996,1.90E-01,4.80E-02,0.06274251,
7894950,1.90E-01,4.80E-02,-0.24161021,
7895808,1.90E-01,4.80E-02,0.14431957,
8036813,1.90E-01,4.81E-02,-0.15023327,ZNF780B
7897227,1.90E-01,4.81E-02,0.11126508,AJAP1
8089568,1.91E-01,4.82E-02,-0.16672485,CD200R1
8021716,1.91E-01,4.82E-02,0.12808538,TIMM21
7894789,1.91E-01,4.82E-02,0.05787077,
8111457,1.91E-01,4.82E-02,0.12578617,RAD1
7944869,1.91E-01,4.82E-02,0.19832657,SPA17
7894091,1.91E-01,4.82E-02,-0.17850352,
7967287,1.91E-01,4.83E-02,-0.07588369,ZCCHC8
8117760,1.91E-01,4.83E-02,-0.13928902,HLA-F///HLA-B
7933228,1.91E-01,4.83E-02,-0.1234928,8-Mar
8144586,1.91E-01,4.83E-02,0.10625872,MTMR9
8064432,1.91E-01,4.83E-02,0.11330778,FKBP1A
8175393,1.91E-01,4.83E-02,-0.16173766,ARHGEF6
8137979,1.91E-01,4.83E-02,0.12250628,ACTB
7893021,1.91E-01,4.83E-02,0.06604755,
8158671,1.91E-01,4.83E-02,0.13924198,ASS1
7993622,1.91E-01,4.83E-02,-0.1712837,ITPRIPL2
8074969,1.91E-01,4.84E-02,0.21551088,DDT
7998634,1.91E-01,4.84E-02,0.05825302,HS3ST6
7948105,1.91E-01,4.84E-02,0.03943772,OR4C11
8112018,1.91E-01,4.84E-02,0.05120542,PELO
8135931,1.91E-01,4.84E-02,0.13046823,LINC01000///LINC00266-1
8154124,1.91E-01,4.85E-02,0.04348518,KCNV2
8034920,1.91E-01,4.85E-02,-0.09895899,ILVBL
7931824,1.91E-01,4.85E-02,0.03805054,AKR1C6P
8145361,1.91E-01,4.85E-02,0.0373663,NEFM
8029693,1.91E-01,4.85E-02,-0.88875851,FOSB
7958711,1.91E-01,4.85E-02,0.03180466,CCDC63
7895865,1.91E-01,4.85E-02,0.22501442,
8045332,1.92E-01,4.86E-02,-0.05188531,FAM201B
7895078,1.92E-01,4.86E-02,0.01526738,
8180239,1.92E-01,4.86E-02,-0.17299243,
8159283,1.92E-01,4.86E-02,0.03392792,KCNT1
8068157,1.92E-01,4.86E-02,0.03413646,KRTAP20-4///SPATA31C2
8179391,1.92E-01,4.86E-02,-0.09968042,STK19
8107044,1.92E-01,4.86E-02,-0.54437315,ERAP2
8124524,1.92E-01,4.87E-02,-0.15045923,HIST1H2AK
8125512,1.92E-01,4.87E-02,-0.213882,TAP1
8178867,1.92E-01,4.87E-02,-0.213882,TAP1
8180061,1.92E-01,4.87E-02,-0.213882,TAP1
7931403,1.92E-01,4.87E-02,0.03606731,
8081786,1.92E-01,4.87E-02,0.11147685,QTRT2
8001830,1.92E-01,4.88E-02,0.1267386,CMTM4
8006409,1.92E-01,4.88E-02,-0.03805384,CDK5R1
8162568,1.92E-01,4.88E-02,0.06969899,
8128956,1.92E-01,4.88E-02,-0.19847576,FYN
7951004,1.92E-01,4.88E-02,0.18041495,SMCO4
